<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/379582>	"Ailuridae"	<http://identifiers.org/taxonomy/9649>	"Ailurus fulgens"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/183661>	"Cryptotis parva"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1425346>	"Cryptotis peregrina"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1425347>	"Cryptotis phillipsii"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1743239>	"Cryptotis tropicalis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/458329>	"Diplomesodon pulchellum"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62291>	"Episoriculus caudatus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/150090>	"Episoriculus fumidus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/862700>	"Episoriculus leucops"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/268760>	"Episoriculus macrurus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/2175806>	"Episoriculus umbrinus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1174664>	"Feroculus feroculus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/268775>	"Megasorex gigas"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1378275>	"Myosorex babaulti"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/548881>	"Myosorex blarina"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/362335>	"Myosorex cafer"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/150084>	"Myosorex geata"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1378279>	"Myosorex jejei"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/307108>	"Myosorex kihaulei"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/548882>	"Myosorex longicaudatus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1424781>	"Myosorex meesteri"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/363230>	"Myosorex sclateri"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1424780>	"Myosorex sp. 1 SWM-2013"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/656110>	"Myosorex sp. SSWM-2009a"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/389264>	"Myosorex varius"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/872998>	"Myosorex zinki"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/268758>	"Nectogale elegans"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/52814>	"Neomys anomalus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62282>	"Neomys fodiens"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/103776>	"Neomys teres"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/2315958>	"Nesiotites hidalgo"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/234934>	"Notiosorex cockrumi"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/268773>	"Notiosorex crawfordi"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/148967>	"Paracrocidura maxima"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/148979>	"Paracrocidura schoutedeni"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/150086>	"Ruwenzorisorex suncoides"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/150088>	"Scutisorex somereni"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1378286>	"Scutisorex thori"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1174666>	"Solisorex pearsoni"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62902>	"Sorex alpinus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/268768>	"Sorex antinorii"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/42254>	"Sorex araneus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62898>	"Sorex arcticus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/304401>	"Sorex arizonae"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62897>	"Sorex asper"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/113357>	"Sorex bairdi"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/862701>	"Sorex bedfordiae"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/126317>	"Sorex bendirii"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/2491181>	"Sorex buchariensis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62276>	"Sorex caecutiens"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/144772>	"Sorex camtschatica"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/2491182>	"Sorex cansulus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/36803>	"Sorex cinereus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62895>	"Sorex coronatus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/268767>	"Sorex cylindricauda"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62272>	"Sorex daphaenodon"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/329382>	"Sorex dispar"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1196406>	"Sorex emarginatus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62901>	"Sorex excelsus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62283>	"Sorex fumeus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/329383>	"Sorex gaspensis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62273>	"Sorex gracillimus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62894>	"Sorex granarius"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/9383>	"Sorex haydeni"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62279>	"Sorex hosonoi"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/9384>	"Sorex hoyi"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/144785>	"Sorex hydrodromus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62281>	"Sorex isodon"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/144774>	"Sorex jacksoni"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1196409>	"Sorex leucogaster"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/144776>	"Sorex longirostris"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1196402>	"Sorex lyelli"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/395025>	"Sorex maritimensis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1196405>	"Sorex milleri"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62274>	"Sorex minutissimus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62280>	"Sorex minutus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62289>	"Sorex mirabilis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62903>	"Sorex monticolus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1196403>	"Sorex nanus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/126320>	"Sorex neomexicanus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/126318>	"Sorex ornatus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62904>	"Sorex pacificus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/46219>	"Sorex palustris"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/144773>	"Sorex portenkoi"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/144775>	"Sorex preblei"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62284>	"Sorex raddei"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62288>	"Sorex roboratus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/463581>	"Sorex rohweri"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62899>	"Sorex samniticus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62896>	"Sorex satunini"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/268769>	"Sorex saussurei"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62286>	"Sorex shinto"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/2083004>	"Sorex sinalis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/126319>	"Sorex sonomae"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1196408>	"Sorex sp. AGH-2012"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1003297>	"Sorex sp. BOLD:AAG2676"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/320635>	"Sorex sp. MG011"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/144777>	"Sorex tenellus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1343854>	"Sorex thibetanus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/240004>	"Sorex thompsoni"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62906>	"Sorex trowbridgii"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62287>	"Sorex tundrensis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/144778>	"Sorex ugyunak"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62275>	"Sorex unguiculatus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62905>	"Sorex vagrans"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62900>	"Sorex volnuchini"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/910940>	"Sorex yukonicus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/2094179>	"Soricidae gen. n. sp. n. TG-2018"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1158972>	"Soricidae sp. BOLD:AAA8615"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/62296>	"Soriculus nigrescens"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/148980>	"Suncus dayi"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/109475>	"Suncus etruscus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1174668>	"Suncus fellowesgordoni"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1427139>	"Suncus hututsi"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/148981>	"Suncus infinitesimus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/456971>	"Suncus lixus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/350806>	"Suncus madagascariensis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1147682>	"Suncus malayanus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/458326>	"Suncus megalura"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/148982>	"Suncus montanus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/9378>	"Suncus murinus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/148983>	"Suncus remyi"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/456974>	"Suncus sp. FMNH 155483"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/456972>	"Suncus sp. FMNH 160183"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/456973>	"Suncus sp. FMNH 160184"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/268751>	"Suncus stoliczkanus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/362336>	"Suncus varilla"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/2094178>	"Surdisorex norae"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/150089>	"Sylvisorex cf. konganensis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1427121>	"Sylvisorex cf. vulcanorum 1 TCD-2013"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1427130>	"Sylvisorex cf. vulcanorum 2 TCD-2013"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/307107>	"Sylvisorex granti"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/307105>	"Sylvisorex howelli"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/128150>	"Sylvisorex johnstoni"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/516713>	"Sylvisorex konganensis"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/307106>	"Sylvisorex lunaris"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/2094180>	"Sylvisorex morio"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/128151>	"Sylvisorex ollula"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/656094>	"Sylvisorex oriundus"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1427133>	"Sylvisorex sp. 1 TCD-2013"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/1427134>	"Sylvisorex sp. 2 TCD-2013"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/307109>	"Sylvisorex sp. FMNH-144240"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9376>	"Soricidae"	<http://identifiers.org/taxonomy/350805>	"Sylvisorex vulcanorum"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/143302>	"Condylura cristata"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/182682>	"Desmana moschata"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/182680>	"Dymecodon pilirostris"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1340169>	"Euroscaptor klossi"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/1955400>	"Euroscaptor kuznetsovi"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/481574>	"Euroscaptor longirostris"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/533184>	"Euroscaptor malayana"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/286131>	"Euroscaptor micrura"
<http://identifiers.org/taxonomy/9362>	"Eulipotyphla"	<http://identifiers.org/taxonomy/9373>	"Talpidae"	<http://identifiers.org/taxonomy/114411>	"Euroscaptor mizura"
